,sales_agent,product,account,deal_stage,close_value,sector,year_established,revenue,employees,office_location,subsidiary_of,series,sales_price,time_until_close,manager,regional_office
1503,Kary Hendrixson,GTX Basic,Hottechi,Won,537.0,technolgy,1997.0,8170.38,16499.0,Korea,0,GTX,550,70.0,Summer Sewald,West
1504,Kary Hendrixson,GTX Pro,Dalttechnology,Won,4955.0,software,2013.0,98.79,96.0,United States,Bubba Gump,GTX,4821,17.0,Summer Sewald,West
1505,Kary Hendrixson,GTX Pro,Singletechno,Won,5606.0,retail,1996.0,2214.94,5374.0,United States,0,GTX,4821,81.0,Summer Sewald,West
1506,Markita Hansen,GTX Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,550,0.0,Celia Rouche,West
1507,Moses Frase,MG Special,Isdom,Won,57.0,medical,2002.0,3178.24,4540.0,United States,0,MG,55,59.0,Dustin Brinkmann,Central
1508,Rosalina Dieter,MG Special,Sunnamplex,Won,66.0,marketing,2008.0,894.37,1593.0,Poland,0,MG,55,68.0,Celia Rouche,West
1509,Zane Levy,GTX Pro,Dalttechnology,Won,5113.0,software,2013.0,98.79,96.0,United States,Bubba Gump,GTX,4821,106.0,Summer Sewald,West
1510,Zane Levy,GTX Pro,Sunnamplex,Won,4595.0,marketing,2008.0,894.37,1593.0,Poland,0,GTX,4821,70.0,Summer Sewald,West
1511,Boris Faz,GTX Plus Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,1096,0.0,Rocco Neubert,East
1512,Cassey Cress,MG Advanced,Gekko & Co,Won,3503.0,retail,1990.0,2520.83,3502.0,United States,0,MG,3393,7.0,Rocco Neubert,East
1513,Cassey Cress,MG Advanced,Mathtouch,Won,3600.0,marketing,1984.0,3027.46,9516.0,Jordan,0,MG,3393,91.0,Rocco Neubert,East
1514,Daniell Hammack,GTX Pro,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,4821,0.0,Rocco Neubert,East
1515,Daniell Hammack,GTX Basic,Massive Dynamic,Won,425.0,entertainment,1989.0,665.06,1095.0,United States,0,GTX,550,5.0,Rocco Neubert,East
1516,Darcel Schlecht,GTX Pro,Dontechi,Won,4565.0,software,1982.0,4618.0,10083.0,United States,0,GTX,4821,98.0,Melvin Marxen,Central
1517,Darcel Schlecht,GTX Pro,Ron-tech,Won,4754.0,medical,1992.0,3922.42,6837.0,United States,0,GTX,4821,69.0,Melvin Marxen,Central
1518,Darcel Schlecht,MG Special,dambase,Won,62.0,marketing,1995.0,2173.98,2928.0,United States,Inity,MG,55,53.0,Melvin Marxen,Central
1519,Donn Cantrell,GTX Pro,Betasoloin,Won,4688.0,medical,1999.0,251.41,495.0,United States,0,GTX,4821,77.0,Rocco Neubert,East
1520,Elease Gluck,MG Advanced,Golddex,Won,3386.0,finance,2008.0,52.5,165.0,United States,0,MG,3393,6.0,Celia Rouche,West
1521,Garret Kinder,GTX Pro,Xx-zobam,Won,3869.0,entertainment,1989.0,3838.39,8274.0,United States,0,GTX,4821,84.0,Cara Losch,East
1522,Gladys Colclough,GTX Basic,Streethex,Won,615.0,retail,1988.0,1376.8,1165.0,Belgium,0,GTX,550,10.0,Melvin Marxen,Central
1523,Gladys Colclough,MG Special,Finhigh,Won,55.0,finance,2006.0,1102.43,1759.0,United States,0,MG,55,65.0,Melvin Marxen,Central
1524,Hayden Neloms,MG Advanced,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,3393,0.0,Celia Rouche,West
1525,Markita Hansen,GTX Basic,The New York Inquirer,Engaging,0.0,medical,1996.0,439.21,792.0,United States,0,GTX,550,0.0,Celia Rouche,West
1526,Markita Hansen,GTX Plus Pro,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,5482,0.0,Celia Rouche,West
1527,Marty Freudenburg,GTX Basic,Isdom,Lost,0.0,medical,2002.0,3178.24,4540.0,United States,0,GTX,550,64.0,Melvin Marxen,Central
1528,Maureen Marcano,GTX Plus Basic,Hatfan,Won,1019.0,services,1982.0,792.46,1299.0,United States,0,GTX,1096,11.0,Summer Sewald,West
1529,Maureen Marcano,MG Advanced,Blackzim,Won,2798.0,retail,2009.0,497.11,1588.0,United States,0,MG,3393,59.0,Summer Sewald,West
1530,Moses Frase,GTX Basic,Streethex,Won,502.0,retail,1988.0,1376.8,1165.0,Belgium,0,GTX,550,81.0,Dustin Brinkmann,Central
1531,Moses Frase,MG Advanced,Isdom,Won,3323.0,medical,2002.0,3178.24,4540.0,United States,0,MG,3393,2.0,Dustin Brinkmann,Central
1532,Reed Clapper,GTX Plus Basic,Condax,Lost,0.0,medical,2017.0,4.54,9.0,United States,0,GTX,1096,89.0,Rocco Neubert,East
1533,Rosalina Dieter,MG Special,Nam-zim,Lost,0.0,services,1987.0,405.59,1179.0,Brazil,Warephase,MG,55,16.0,Celia Rouche,West
1534,Vicki Laflamme,GTX Plus Pro,Nam-zim,Lost,0.0,services,1987.0,405.59,1179.0,Brazil,Warephase,GTX,5482,74.0,Celia Rouche,West
1535,Vicki Laflamme,MG Advanced,Finjob,Lost,0.0,employment,1988.0,2059.9,3644.0,United States,0,MG,3393,99.0,Celia Rouche,West
1536,Vicki Laflamme,GTX Basic,Scotfind,Won,542.0,software,1996.0,6354.87,16780.0,United States,Bubba Gump,GTX,550,3.0,Celia Rouche,West
1537,Zane Levy,GTX Pro,Faxquote,Won,5172.0,telecommunications,1995.0,1825.82,5595.0,United States,Sonron,GTX,4821,69.0,Summer Sewald,West
1538,Cassey Cress,MG Advanced,Massive Dynamic,Lost,0.0,entertainment,1989.0,665.06,1095.0,United States,0,MG,3393,101.0,Rocco Neubert,East
1539,Cassey Cress,GTX Basic,Umbrella Corporation,Won,538.0,finance,1998.0,2022.14,5113.0,United States,0,GTX,550,16.0,Rocco Neubert,East
1540,Cassey Cress,GTX Pro,Betasoloin,Won,4497.0,medical,1999.0,251.41,495.0,United States,0,GTX,4821,64.0,Rocco Neubert,East
1541,Darcel Schlecht,GTX Plus Basic,Codehow,Won,1178.0,software,1998.0,2714.9,2641.0,United States,Acme Corporation,GTX,1096,55.0,Melvin Marxen,Central
1542,Darcel Schlecht,GTX Pro,Treequote,Won,4969.0,telecommunications,1988.0,5266.09,8595.0,United States,Sonron,GTX,4821,98.0,Melvin Marxen,Central
1543,Darcel Schlecht,MG Special,Rangreen,Won,60.0,technolgy,1987.0,2938.67,8775.0,Panama,0,MG,55,5.0,Melvin Marxen,Central
1544,Darcel Schlecht,MG Advanced,Dontechi,Won,2875.0,software,1982.0,4618.0,10083.0,United States,0,MG,3393,82.0,Melvin Marxen,Central
1545,Elease Gluck,GTX Basic,Blackzim,Engaging,0.0,retail,2009.0,497.11,1588.0,United States,0,GTX,550,0.0,Celia Rouche,West
1546,Elease Gluck,GTK 500,Cheers,Lost,0.0,entertainment,1993.0,4269.9,6472.0,United States,Massive Dynamic,GTK,26768,65.0,Celia Rouche,West
1547,Garret Kinder,GTX Plus Pro,Donware,Won,6177.0,marketing,1999.0,1197.44,2570.0,United States,0,GTX,5482,66.0,Cara Losch,East
1548,Gladys Colclough,MG Advanced,Rundofase,Lost,0.0,technolgy,1983.0,1008.06,1238.0,United States,0,MG,3393,105.0,Melvin Marxen,Central
1549,Kary Hendrixson,GTX Pro,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,4821,0.0,Summer Sewald,West
1550,Kary Hendrixson,GTX Pro,Finjob,Lost,0.0,employment,1988.0,2059.9,3644.0,United States,0,GTX,4821,52.0,Summer Sewald,West
1551,Kary Hendrixson,GTX Pro,Kan-code,Won,4369.0,software,1982.0,11698.03,34288.0,United States,0,GTX,4821,91.0,Summer Sewald,West
1552,Kary Hendrixson,GTX Pro,Y-corporation,Won,4878.0,employment,1983.0,2871.35,9561.0,United States,0,GTX,4821,67.0,Summer Sewald,West
1553,Lajuana Vencill,GTX Plus Pro,Genco Pura Olive Oil Company,Won,4527.0,retail,2007.0,894.33,1635.0,Italy,0,GTX,5482,98.0,Dustin Brinkmann,Central
1554,Maureen Marcano,GTX Plus Basic,Xx-holding,Lost,0.0,finance,1993.0,7537.24,20293.0,United States,0,GTX,1096,76.0,Summer Sewald,West
1555,Moses Frase,GTX Plus Pro,Cancity,Won,6102.0,retail,2001.0,718.62,2448.0,United States,0,GTX,5482,80.0,Dustin Brinkmann,Central
1556,Rosie Papadopoulos,GTX Plus Pro,Bubba Gump,Won,4983.0,software,2002.0,987.39,2253.0,United States,0,GTX,5482,56.0,Cara Losch,East
1557,Versie Hillebrand,MG Special,Isdom,Won,47.0,medical,2002.0,3178.24,4540.0,United States,0,MG,55,10.0,Dustin Brinkmann,Central
1558,Vicki Laflamme,MG Special,Zoomit,Won,52.0,entertainment,1992.0,324.19,978.0,United States,0,MG,55,88.0,Celia Rouche,West
1559,Violet Mclelland,GTX Pro,Gekko & Co,Won,5031.0,retail,1990.0,2520.83,3502.0,United States,0,GTX,4821,102.0,Cara Losch,East
1560,Violet Mclelland,MG Special,Bioplex,Won,53.0,medical,1991.0,326.82,1016.0,United States,0,MG,55,83.0,Cara Losch,East
1561,Wilburn Farren,GTX Plus Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,1096,0.0,Cara Losch,East
1562,Anna Snelling,GTX Basic,Inity,Won,550.0,marketing,1986.0,2403.58,8801.0,United States,0,GTX,550,47.0,Dustin Brinkmann,Central
1563,Boris Faz,GTX Plus Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,1096,0.0,Rocco Neubert,East
1564,Boris Faz,GTX Pro,Donquadtech,Won,5223.0,technolgy,1992.0,1712.68,3194.0,United States,Acme Corporation,GTX,4821,82.0,Rocco Neubert,East
1565,Boris Faz,MG Special,Betasoloin,Won,53.0,medical,1999.0,251.41,495.0,United States,0,MG,55,57.0,Rocco Neubert,East
1566,Cassey Cress,GTX Pro,Bluth Company,Won,4519.0,technolgy,1993.0,1242.32,3027.0,United States,Acme Corporation,GTX,4821,62.0,Rocco Neubert,East
1567,Corliss Cosme,GTX Pro,Vehement Capital Partners,Won,4833.0,finance,1993.0,646.1,883.0,United States,Golddex,GTX,4821,77.0,Cara Losch,East
1568,Daniell Hammack,GTX Plus Pro,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,5482,0.0,Rocco Neubert,East
1569,Daniell Hammack,GTX Plus Pro,Zencorporation,Won,5407.0,technolgy,2011.0,40.79,142.0,China,0,GTX,5482,105.0,Rocco Neubert,East
1570,Darcel Schlecht,GTX Basic,Rundofase,Lost,0.0,technolgy,1983.0,1008.06,1238.0,United States,0,GTX,550,47.0,Melvin Marxen,Central
1571,Hayden Neloms,MG Special,Finjob,Won,56.0,employment,1988.0,2059.9,3644.0,United States,0,MG,55,53.0,Celia Rouche,West
1572,Kami Bicknell,GTX Basic,Iselectrics,Engaging,0.0,technolgy,2011.0,527.11,1428.0,United States,Acme Corporation,GTX,550,0.0,Summer Sewald,West
1573,Kami Bicknell,GTX Plus Basic,Konex,Engaging,0.0,technolgy,1980.0,7708.38,13756.0,United States,0,GTX,1096,0.0,Summer Sewald,West
1574,Kary Hendrixson,GTX Basic,Finjob,Won,468.0,employment,1988.0,2059.9,3644.0,United States,0,GTX,550,68.0,Summer Sewald,West
1575,Kary Hendrixson,GTX Basic,Kan-code,Won,579.0,software,1982.0,11698.03,34288.0,United States,0,GTX,550,47.0,Summer Sewald,West
1576,Lajuana Vencill,MG Advanced,Treequote,Won,3185.0,telecommunications,1988.0,5266.09,8595.0,United States,Sonron,MG,3393,87.0,Dustin Brinkmann,Central
1577,Markita Hansen,GTX Pro,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,4821,0.0,Celia Rouche,West
1578,Markita Hansen,MG Special,Cheers,Won,54.0,entertainment,1993.0,4269.9,6472.0,United States,Massive Dynamic,MG,55,79.0,Celia Rouche,West
1579,Maureen Marcano,MG Special,Newex,Won,62.0,services,1991.0,1012.72,3492.0,Germany,0,MG,55,102.0,Summer Sewald,West
1580,Moses Frase,GTX Basic,dambase,Lost,0.0,marketing,1995.0,2173.98,2928.0,United States,Inity,GTX,550,68.0,Dustin Brinkmann,Central
1581,Moses Frase,GTX Basic,Betatech,Won,619.0,medical,1986.0,647.18,1185.0,Kenya,0,GTX,550,101.0,Dustin Brinkmann,Central
1582,Rosalina Dieter,MG Special,Golddex,Lost,0.0,finance,2008.0,52.5,165.0,United States,0,MG,55,65.0,Celia Rouche,West
1583,Rosalina Dieter,MG Special,Hatfan,Lost,0.0,services,1982.0,792.46,1299.0,United States,0,MG,55,62.0,Celia Rouche,West
1584,Rosalina Dieter,MG Advanced,Xx-holding,Lost,0.0,finance,1993.0,7537.24,20293.0,United States,0,MG,3393,81.0,Celia Rouche,West
1585,Rosie Papadopoulos,GTX Plus Pro,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,5482,0.0,Cara Losch,East
1586,Vicki Laflamme,GTX Pro,Xx-holding,Won,4408.0,finance,1993.0,7537.24,20293.0,United States,0,GTX,4821,13.0,Celia Rouche,West
1587,Zane Levy,GTX Basic,Cheers,Won,605.0,entertainment,1993.0,4269.9,6472.0,United States,Massive Dynamic,GTX,550,83.0,Summer Sewald,West
1588,Anna Snelling,GTX Plus Pro,Genco Pura Olive Oil Company,Won,6064.0,retail,2007.0,894.33,1635.0,Italy,0,GTX,5482,9.0,Dustin Brinkmann,Central
1589,Cassey Cress,GTX Basic,Plussunin,Won,641.0,retail,2003.0,1419.98,4018.0,United States,0,GTX,550,92.0,Rocco Neubert,East
1590,Cassey Cress,GTX Basic,Vehement Capital Partners,Won,491.0,finance,1993.0,646.1,883.0,United States,Golddex,GTX,550,61.0,Rocco Neubert,East
1591,Corliss Cosme,GTX Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,550,0.0,Cara Losch,East
1592,Corliss Cosme,GTX Plus Basic,Konmatfix,Engaging,0.0,marketing,1985.0,375.43,1190.0,United States,0,GTX,1096,0.0,Cara Losch,East
1593,Corliss Cosme,GTX Pro,Plussunin,Lost,0.0,retail,2003.0,1419.98,4018.0,United States,0,GTX,4821,47.0,Cara Losch,East
1594,Darcel Schlecht,MG Special,Codehow,Won,47.0,software,1998.0,2714.9,2641.0,United States,Acme Corporation,MG,55,71.0,Melvin Marxen,Central
1595,Elease Gluck,MG Special,Faxquote,Won,63.0,telecommunications,1995.0,1825.82,5595.0,United States,Sonron,MG,55,100.0,Celia Rouche,West
1596,Garret Kinder,MG Advanced,Sumace,Won,3291.0,retail,2000.0,167.89,493.0,Romania,0,MG,3393,62.0,Cara Losch,East
1597,Hayden Neloms,GTX Plus Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,1096,0.0,Celia Rouche,West
1598,Hayden Neloms,GTX Plus Basic,Singletechno,Won,1188.0,retail,1996.0,2214.94,5374.0,United States,0,GTX,1096,85.0,Celia Rouche,West
1599,Kary Hendrixson,GTX Plus Pro,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,5482,0.0,Summer Sewald,West
1600,Kary Hendrixson,GTX Basic,Cheers,Lost,0.0,entertainment,1993.0,4269.9,6472.0,United States,Massive Dynamic,GTX,550,52.0,Summer Sewald,West
1601,Kary Hendrixson,GTX Basic,Scotfind,Won,478.0,software,1996.0,6354.87,16780.0,United States,Bubba Gump,GTX,550,86.0,Summer Sewald,West
1602,Kary Hendrixson,MG Special,Green-Plus,Won,60.0,services,2003.0,692.19,1922.0,United States,0,MG,55,68.0,Summer Sewald,West
1603,Reed Clapper,GTX Pro,Silis,Won,4064.0,medical,1994.0,2818.38,6290.0,United States,0,GTX,4821,10.0,Rocco Neubert,East
1604,Reed Clapper,MG Advanced,Ontomedia,Won,2550.0,employment,1997.0,882.12,2769.0,United States,0,MG,3393,14.0,Rocco Neubert,East
1605,Rosalina Dieter,GTX Plus Pro,Finhigh,Engaging,0.0,finance,2006.0,1102.43,1759.0,United States,0,GTX,5482,0.0,Celia Rouche,West
1606,Rosie Papadopoulos,MG Special,Bioplex,Lost,0.0,medical,1991.0,326.82,1016.0,United States,0,MG,55,52.0,Cara Losch,East
1607,Versie Hillebrand,GTX Plus Pro,Dontechi,Lost,0.0,software,1982.0,4618.0,10083.0,United States,0,GTX,5482,54.0,Dustin Brinkmann,Central
1608,Versie Hillebrand,MG Special,Genco Pura Olive Oil Company,Lost,0.0,retail,2007.0,894.33,1635.0,Italy,0,MG,55,60.0,Dustin Brinkmann,Central
1609,Versie Hillebrand,MG Advanced,Statholdings,Won,3378.0,employment,1997.0,291.27,586.0,United States,0,MG,3393,96.0,Dustin Brinkmann,Central
1610,Vicki Laflamme,GTX Plus Pro,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,5482,0.0,Celia Rouche,West
1611,Violet Mclelland,GTX Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,550,0.0,Cara Losch,East
1612,Violet Mclelland,MG Special,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,55,0.0,Cara Losch,East
1613,Wilburn Farren,GTX Pro,Gekko & Co,Won,6135.0,retail,1990.0,2520.83,3502.0,United States,0,GTX,4821,74.0,Cara Losch,East
1614,Zane Levy,GTX Plus Basic,Newex,Won,999.0,services,1991.0,1012.72,3492.0,Germany,0,GTX,1096,77.0,Summer Sewald,West
1615,Zane Levy,MG Special,Singletechno,Won,52.0,retail,1996.0,2214.94,5374.0,United States,0,MG,55,80.0,Summer Sewald,West
1616,Anna Snelling,GTX Plus Basic,Warephase,Lost,0.0,services,1997.0,2041.73,5276.0,United States,0,GTX,1096,68.0,Dustin Brinkmann,Central
1617,Cassey Cress,GTX Plus Pro,Donware,Lost,0.0,marketing,1999.0,1197.44,2570.0,United States,0,GTX,5482,67.0,Rocco Neubert,East
1618,Cassey Cress,GTX Basic,Plussunin,Won,530.0,retail,2003.0,1419.98,4018.0,United States,0,GTX,550,92.0,Rocco Neubert,East
1619,Cecily Lampkin,GTX Basic,Konmatfix,Won,538.0,marketing,1985.0,375.43,1190.0,United States,0,GTX,550,52.0,Dustin Brinkmann,Central
1620,Cecily Lampkin,MG Special,Rundofase,Won,53.0,technolgy,1983.0,1008.06,1238.0,United States,0,MG,55,9.0,Dustin Brinkmann,Central
1621,Darcel Schlecht,GTX Pro,Scottech,Won,5416.0,marketing,2012.0,45.39,100.0,United States,Inity,GTX,4821,86.0,Melvin Marxen,Central
1622,Elease Gluck,MG Special,Scotfind,Lost,0.0,software,1996.0,6354.87,16780.0,United States,Bubba Gump,MG,55,70.0,Celia Rouche,West
1623,Garret Kinder,GTX Plus Pro,Mathtouch,Won,4995.0,marketing,1984.0,3027.46,9516.0,Jordan,0,GTX,5482,54.0,Cara Losch,East
1624,James Ascencio,GTX Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,550,0.0,Summer Sewald,West
1625,James Ascencio,GTX Basic,Sonron,Lost,0.0,telecommunications,1999.0,1699.85,5108.0,United States,0,GTX,550,96.0,Summer Sewald,West
1626,Jonathan Berthelot,GTX Plus Basic,Bioholding,Won,1137.0,medical,2012.0,587.34,1356.0,Philipines,0,GTX,1096,69.0,Melvin Marxen,Central
1627,Kami Bicknell,GTX Basic,Sonron,Won,453.0,telecommunications,1999.0,1699.85,5108.0,United States,0,GTX,550,10.0,Summer Sewald,West
1628,Kami Bicknell,GTX Plus Basic,Hottechi,Won,1065.0,technolgy,1997.0,8170.38,16499.0,Korea,0,GTX,1096,70.0,Summer Sewald,West
1629,Kami Bicknell,GTX Pro,Singletechno,Won,4373.0,retail,1996.0,2214.94,5374.0,United States,0,GTX,4821,47.0,Summer Sewald,West
1630,Kami Bicknell,MG Advanced,Labdrill,Won,2560.0,medical,1985.0,2741.37,9226.0,United States,0,MG,3393,93.0,Summer Sewald,West
1631,Kary Hendrixson,GTX Pro,Singletechno,Lost,0.0,retail,1996.0,2214.94,5374.0,United States,0,GTX,4821,78.0,Summer Sewald,West
1632,Markita Hansen,GTX Plus Basic,Groovestreet,Won,1171.0,retail,2003.0,223.8,299.0,United States,0,GTX,1096,13.0,Celia Rouche,West
1633,Markita Hansen,MG Special,Konex,Won,53.0,technolgy,1980.0,7708.38,13756.0,United States,0,MG,55,96.0,Celia Rouche,West
1634,Marty Freudenburg,GTX Plus Pro,Treequote,Won,6553.0,telecommunications,1988.0,5266.09,8595.0,United States,Sonron,GTX,5482,76.0,Melvin Marxen,Central
1635,Marty Freudenburg,MG Advanced,Betatech,Won,3542.0,medical,1986.0,647.18,1185.0,Kenya,0,MG,3393,50.0,Melvin Marxen,Central
1636,Maureen Marcano,GTX Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,550,0.0,Summer Sewald,West
1637,Moses Frase,MG Advanced,Finhigh,Won,3619.0,finance,2006.0,1102.43,1759.0,United States,0,MG,3393,85.0,Dustin Brinkmann,Central
1638,Rosalina Dieter,MG Advanced,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,3393,0.0,Celia Rouche,West
1639,Rosie Papadopoulos,MG Advanced,Rangreen,Engaging,0.0,technolgy,1987.0,2938.67,8775.0,Panama,0,MG,3393,0.0,Cara Losch,East
1640,Vicki Laflamme,MG Special,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,55,0.0,Celia Rouche,West
1641,Wilburn Farren,MG Advanced,Bluth Company,Won,3589.0,technolgy,1993.0,1242.32,3027.0,United States,Acme Corporation,MG,3393,61.0,Cara Losch,East
1642,Zane Levy,GTX Plus Pro,Plexzap,Won,6262.0,retail,2001.0,2437.85,4874.0,United States,0,GTX,5482,56.0,Summer Sewald,West
1643,Cassey Cress,GTX Plus Basic,Nam-zim,Engaging,0.0,services,1987.0,405.59,1179.0,Brazil,Warephase,GTX,1096,0.0,Rocco Neubert,East
1644,Cassey Cress,GTX Plus Basic,Acme Corporation,Won,1161.0,technolgy,1996.0,1100.04,2822.0,United States,0,GTX,1096,5.0,Rocco Neubert,East
1645,Cassey Cress,GTX Pro,Umbrella Corporation,Won,4975.0,finance,1998.0,2022.14,5113.0,United States,0,GTX,4821,9.0,Rocco Neubert,East
1646,Corliss Cosme,GTX Basic,Zotware,Won,586.0,software,1979.0,4478.47,13809.0,United States,0,GTX,550,3.0,Cara Losch,East
1647,Corliss Cosme,MG Special,The New York Inquirer,Won,41.0,medical,1996.0,439.21,792.0,United States,0,MG,55,6.0,Cara Losch,East
1648,Daniell Hammack,GTX Plus Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,1096,0.0,Rocco Neubert,East
1649,Darcel Schlecht,GTX Plus Basic,Ron-tech,Won,929.0,medical,1992.0,3922.42,6837.0,United States,0,GTX,1096,2.0,Melvin Marxen,Central
1650,Darcel Schlecht,MG Special,Streethex,Won,65.0,retail,1988.0,1376.8,1165.0,Belgium,0,MG,55,77.0,Melvin Marxen,Central
1651,Donn Cantrell,GTX Basic,Zencorporation,Won,574.0,technolgy,2011.0,40.79,142.0,China,0,GTX,550,11.0,Rocco Neubert,East
1652,Gladys Colclough,GTX Pro,Condax,Lost,0.0,medical,2017.0,4.54,9.0,United States,0,GTX,4821,99.0,Melvin Marxen,Central
1653,Gladys Colclough,GTX Pro,Streethex,Lost,0.0,retail,1988.0,1376.8,1165.0,Belgium,0,GTX,4821,51.0,Melvin Marxen,Central
1654,Hayden Neloms,MG Advanced,Labdrill,Won,3028.0,medical,1985.0,2741.37,9226.0,United States,0,MG,3393,89.0,Celia Rouche,West
1655,James Ascencio,GTX Basic,Singletechno,Won,403.0,retail,1996.0,2214.94,5374.0,United States,0,GTX,550,7.0,Summer Sewald,West
1656,Kami Bicknell,GTX Basic,Sonron,Lost,0.0,telecommunications,1999.0,1699.85,5108.0,United States,0,GTX,550,58.0,Summer Sewald,West
1657,Kami Bicknell,MG Advanced,Kan-code,Won,3290.0,software,1982.0,11698.03,34288.0,United States,0,MG,3393,80.0,Summer Sewald,West
1658,Kary Hendrixson,GTX Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,550,0.0,Summer Sewald,West
1659,Kary Hendrixson,MG Advanced,Sonron,Lost,0.0,telecommunications,1999.0,1699.85,5108.0,United States,0,MG,3393,96.0,Summer Sewald,West
1660,Kary Hendrixson,MG Advanced,Golddex,Won,3550.0,finance,2008.0,52.5,165.0,United States,0,MG,3393,10.0,Summer Sewald,West
1661,Moses Frase,MG Advanced,Rangreen,Won,3657.0,technolgy,1987.0,2938.67,8775.0,Panama,0,MG,3393,96.0,Dustin Brinkmann,Central
1662,Reed Clapper,GTX Plus Basic,Zotware,Won,1046.0,software,1979.0,4478.47,13809.0,United States,0,GTX,1096,97.0,Rocco Neubert,East
1663,Versie Hillebrand,MG Special,Warephase,Won,50.0,services,1997.0,2041.73,5276.0,United States,0,MG,55,69.0,Dustin Brinkmann,Central
1664,Versie Hillebrand,MG Advanced,Funholding,Won,2871.0,finance,1991.0,2819.5,7227.0,United States,Golddex,MG,3393,8.0,Dustin Brinkmann,Central
1665,Violet Mclelland,MG Special,Bioplex,Won,52.0,medical,1991.0,326.82,1016.0,United States,0,MG,55,77.0,Cara Losch,East
1666,Zane Levy,GTX Pro,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,4821,0.0,Summer Sewald,West
1667,Anna Snelling,MG Special,Funholding,Lost,0.0,finance,1991.0,2819.5,7227.0,United States,Golddex,MG,55,60.0,Dustin Brinkmann,Central
1668,Boris Faz,GTX Basic,Kan-code,Won,564.0,software,1982.0,11698.03,34288.0,United States,0,GTX,550,84.0,Rocco Neubert,East
1669,Cassey Cress,GTX Plus Pro,Donware,Lost,0.0,marketing,1999.0,1197.44,2570.0,United States,0,GTX,5482,64.0,Rocco Neubert,East
1670,Corliss Cosme,GTX Basic,Plexzap,Engaging,0.0,retail,2001.0,2437.85,4874.0,United States,0,GTX,550,0.0,Cara Losch,East
1671,Daniell Hammack,MG Advanced,Ganjaflex,Won,3780.0,retail,1995.0,5158.71,17479.0,Japan,0,MG,3393,74.0,Rocco Neubert,East
1672,Darcel Schlecht,GTX Basic,dambase,Won,491.0,marketing,1995.0,2173.98,2928.0,United States,Inity,GTX,550,96.0,Melvin Marxen,Central
1673,Darcel Schlecht,GTX Basic,Dontechi,Won,604.0,software,1982.0,4618.0,10083.0,United States,0,GTX,550,10.0,Melvin Marxen,Central
1674,Elease Gluck,GTK 500,Singletechno,Lost,0.0,retail,1996.0,2214.94,5374.0,United States,0,GTK,26768,68.0,Celia Rouche,West
1675,Kami Bicknell,GTX Basic,Sonron,Lost,0.0,telecommunications,1999.0,1699.85,5108.0,United States,0,GTX,550,3.0,Summer Sewald,West
1676,Kami Bicknell,GTX Basic,Cheers,Won,568.0,entertainment,1993.0,4269.9,6472.0,United States,Massive Dynamic,GTX,550,95.0,Summer Sewald,West
